id,name,universe,alias,tier,image_url,created_at,real_name,blurb,fit_roles,bad_roles,lines,prep_shift,Power_lvl
460cb724-d834-41ba-9e88-e573b16d67c8,Johnny Cage,MK,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/johnny-cage.jpg,2026-08-19 13:13:40.4991+00,Johnny Cage,,SP,A,,1,68
480b3c97-6721-462c-bdac-f5940f47bc51,Muichiro Tokito,DS,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/muichiro-tokito.jpg,2026-08-19 13:13:40.4991+00,Muichiro,Not a kid.,SW,A,,1,76
481d8086-4101-49a2-ad76-7b6e72d951b8,Joseph Bertrand III,INF,Leader of the Militia / Behemoth Conduit,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/joseph-bertrand.jpg,2026-08-17 22:44:10.510943+00,Joseph Bertrand III,Hypocritical commander of the Militia.,ES,WA,"{""reply"":[""I am doing God's work!"",""Conduits are a disease, a plague upon humanity!"",""New Marais belongs to the Militia!""],""taunt"":[""You cannot destroy what is divine!"",""Feel the wrath of the righteous!"",""Behold what your corruption has forced me to become!""],""falling"":[""My crusade... cannot end..."",""Forgive me... Lord...""],""overDown"":[""Purged in holy fire."",""Another freak wiped clean.""]}",1,84
4856c1f2-4dcb-4f3d-9c2f-23f9edb820e5,Rocket Raccoon,MAR,Rocket,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/rocket-raccoon.jpg,2026-08-11 04:47:36.459091+00,Rocket,Do not comment on the species.,SW,P,"{""reply"":[""Cute speech, meathead. Didn't ask."",""I've heard scarier things from a broken vending machine."",""Talk's cheap. I charge for results.""],""taunt"":[""I've built bombs bigger than your ego."",""Don't make me get creative. I get real creative."",""You have no idea what's in my pockets.""],""falling"":[""This wasn't in the blueprints."",""Somebody tell Groot I said something.""],""overDown"":[""That's what happens when you underestimate the raccoon."",""I told Quill this would work.""]}",1,63
486c2e44-766c-4032-95f8-728e7476c22c,Charlotte Roselei,BC,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/charlotte-roselei.jpg,2026-08-19 13:13:40.4991+00,Charlotte,,AS,P,,1,79
4b1647e9-3a88-49ad-b897-9912d1ee992d,Yuno,BC,Yuno,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/yuno.jpg,2026-08-11 04:47:36.459091+00,Yuno,"Everything comes easily, annoyingly.",WP,A,"{""reply"":[""Talent isn't luck. I earned every bit of this."",""Your threat doesn't slow the wind down."",""I don't need to try hard against someone like you.""],""taunt"":[""Everything comes easily to me. This will too."",""Wind magic, and this fight is already decided."",""I'm going to be Wizard King. This is just proof.""],""falling"":[""This wasn't supposed to be difficult. Interesting."",""Asta's gonna have a lot to say about this.""],""overDown"":[""Wizard King material. Obviously."",""That's what natural talent looks like.""]}",0,90
4b66ee68-7dd7-4c61-8fd3-4c9f60f0d5bc,Obanai Iguro,DS,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/obanai-iguro.jpg,2026-08-19 13:13:40.4991+00,Obanai,Likes Poison.,SE,P,,0,74
4d697154-fa14-4baa-b788-c9e3840b716e,Sirius Black,HP,Padfoot,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/sirius-black.jpg,2026-08-11 04:47:36.459091+00,Padfoot,Twelve years angry.,WA,S,"{""reply"":[""Azkaban didn't break me. You certainly won't."",""I've heard scarier things from actual Dementors."",""Save it. I've survived worse than your threats.""],""taunt"":[""Twelve years in Azkaban, and I'm still angrier than you."",""Padfoot bites harder than you'd expect."",""I've got nothing left to lose. That makes me dangerous.""],""falling"":[""Not through the veil. Not yet. Please."",""James, Harry needs me still.""],""overDown"":[""That's for everything they took from me."",""Padfoot's still got some bite left.""]}",0,70
4e3efbb9-5387-4d5b-982b-2ab67f16af87,Kung Lao,MK,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/kung-lao.jpg,2026-08-19 13:13:40.4991+00,Kung Lao,,SE,P,,1,74
4eb0136d-e8bf-4554-a812-10c95d9a941d,Might Guy,NAR,Guy,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/might-guy.jpg,2026-08-11 04:47:36.459091+00,Guy,Opens doors nobody should open.,PA,S,"{""reply"":[""Youthful passion burns brighter than your threats!"",""I've opened seven gates. This is nothing!"",""My rival taught me patience. I'm still learning it, loudly!""],""taunt"":[""I open doors nobody else should open. Watch."",""This is my springtime of youth, and it's about to peak!"",""Kakashi's eternal rival doesn't back down from this!""],""falling"":[""Even the eighth gate has a cost. Worth it, though."",""Kakashi, my eternal rival, remember this fight.""],""overDown"":[""That's the power of youth, unleashed!"",""Lee, are you watching?! This is how it's done!""]}",0,95
4f038d0a-70e1-4d81-9ee9-1cfb5ecb07d9,Isaac Netero,HXH,,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/isaac-netero.jpg,2026-08-19 13:13:40.4991+00,Netero,,PS,W,,1,89
5122b306-8760-4377-bafa-a447c78187fc,The Beast,INF,John White / World Ending Conduit,S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/the-beast.jpg,2026-08-17 21:59:18.173282+00,John White,A living nuke who gives powers.,PE,A,"{""reply"":[""I am saving our kind, Cole."",""Humanity's time has passed. Only Conduits will survive."",""You cannot stop what is necessary.""],""taunt"":[""Your attacks are nothing to me."",""Watch as the world burns to rebuild itself."",""Join me, or be consumed by the fire.""],""falling"":[""The plague... will consume them all..."",""I only... wanted to save us...""],""overDown"":[""The cycle is complete."",""A necessary sacrifice for a new era.""]}",0,95
520a490a-6acc-4437-af9d-bf068da07328,Nemesis,RE,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/nemesis.jpg,2026-08-16 16:53:54.077409+00,Unknown,S.T.A.R.S. Just S.T.A.R.S.,PE,S,"{""reply"":[""S.T.A.R.S."",""S.T.A.R.S.!"",""S.T.A.R.S...?""],""taunt"":[""S.T.A.R.S."",""S.T.A.R.S. Just S.T.A.R.S."",""S.T.A.R.S...""],""falling"":[""S.T.A.R.S..."",""S.T.A.R.S.""],""overDown"":[""S.T.A.R.S."",""S.T.A.R.S.""]}",0,78
5238422d-81ee-4123-aa7a-b71d531cce78,She-Hulk,MAR,Jennifer Walters,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/she-hulk.jpg,2026-08-11 04:47:36.459091+00,Jennifer Walters,Will sue you and also throw you.,P,A,"{""reply"":[""Objection. That argument's as weak as your swing."",""Cute. I've cross-examined scarier people than you."",""You done? I've got a case to win after this.""],""taunt"":[""I'll smash you, then sue you for damages."",""Jen's the lawyer. I'm the closing argument."",""Careful, I hit harder than my cousin, and he's green too.""],""falling"":[""This is going in my closing statement, somehow."",""Jen's gonna have opinions about this.""],""overDown"":[""Case closed."",""I'll bill you for my time later.""]}",0,85
523af2af-d800-4190-b99c-dafd611f4db7,Langris Vaude,BC,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/langris-vaude.jpg,2026-08-19 13:13:40.4991+00,Langris,,E,A,,0,80
524d2bdc-a7b2-44a7-a045-449f7c91cc1b,Ermac,MK,,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/ermac.jpg,2026-08-19 13:13:40.4991+00,Ermac,,WE,A,,0,79
527267db-9857-4353-84c1-a1e65de00b96,Vigilante,DC,Adrian Chase,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/vigilante.jpg,2026-08-16 16:53:54.077409+00,Adrian Chase,HEY! I RECENTLY SPIDER-MAN MEMED!,ES,A,"{""reply"":[""Save the appeal. I already reached a verdict."",""Adrian Chase doesn't negotiate with the guilty."",""You'll get exactly the mercy you've earned. None.""],""taunt"":[""Judge, jury, and a very large handgun."",""I don't do second chances. Never have."",""The city's better once this is over. Trust me.""],""falling"":[""Even judge and jury answers to something bigger."",""This isn't the verdict I expected to receive.""],""overDown"":[""Sentence carried out. As always."",""That's justice, my way.""]}",0,60
52ace08a-ddb0-42f6-b97a-063537b71aa6,Cable,MAR,Nathan Summers,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/cable.jpg,2026-08-11 04:47:36.459091+00,Nathan Summers,Pouches. So many pouches.,SE,W,"{""reply"":[""I've fought wars across timelines. This is a Tuesday."",""Save the threats. I've heard worse from Apocalypse himself."",""The future doesn't care about your speech.""],""taunt"":[""I've seen this fight play out a hundred timelines."",""Techno-organic virus, ninety pouches, zero patience."",""The future sent me to end this quickly.""],""falling"":[""This wasn't in any of the futures I saw."",""The virus is spreading. So is my patience running out.""],""overDown"":[""One less variable in a hundred futures."",""This timeline just got a little better.""]}",1,65
5465810a-2654-444a-8239-00eb161c4050,Yami Sukehiro,BC,Yami,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/yami-sukehiro.jpg,2026-08-11 04:47:36.459091+00,Yami,Cuts the gap between here and there.,WA,S,"{""reply"":[""Cute speech. I've heard scarier from my own squad."",""You talk too much for someone about to get cut."",""Save it. I don't do long conversations.""],""taunt"":[""I cut the gap between us before you even see it."",""Dark magic doesn't need flash. Just results."",""This cigarette's not even done yet. Neither are you, but close.""],""falling"":[""Didn't expect that. Rare, but it happens."",""Asta's gonna hear about this eventually.""],""overDown"":[""That's how the Black Bulls handle business."",""Told you. Results, not flash.""]}",0,89
550bd8be-6548-4343-b279-143217b9e4bd,Giyu Tomioka,DS,Giyu,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/giyu-tomioka.jpg,2026-08-11 04:47:36.459091+00,Giyu,Says nothing. Cuts everything.,PE,W,"{""reply"":[""Words are unnecessary here."",""I do not need to explain myself to you."",""Silence is not weakness.""],""taunt"":[""I say little. I finish quickly."",""Water breathing does not miss its mark."",""This will not take long.""],""falling"":[""I still have... more to protect."",""There is still more for this blade to protect.""],""overDown"":[""It is done."",""Water flows where it must.""]}",1,76
5512086a-7607-4f86-ad5e-e0f94f0d4291,Luck Voltia,BC,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/luck-voltia.jpg,2026-08-19 13:13:40.4991+00,Luck,Always ready for a fade.,E,SA,,0,74
551dbcc0-fbf6-405e-aadc-9d04f666b5db,Shazam,DC,Billy Batson,S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/shazam.jpg,2026-08-11 04:47:36.459091+00,Billy Batson,A child with a god's account.,WP,SE,"{""reply"":[""I may be a kid, but the power's not kidding."",""That's kinda scary, ngl, but I'm still doing this."",""Billy Batson's braver than he looks, apparently.""],""taunt"":[""Say the word, and I'm the strongest thing here."",""I'm a kid with a wizard's power. Deal with it."",""Six gods gave me this. What'd you get?""],""falling"":[""This is way scarier than the wizard mentioned."",""Freddy's never gonna believe this happened.""],""overDown"":[""The wizard would be proud, I think."",""That was actually really cool, not gonna lie.""]}",0,95
55bd3c54-f98a-4203-b17c-916b4245dbfd,Orochimaru,NAR,,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/orochimaru.jpg,2026-08-19 13:13:40.4991+00,Orochimaru,,SW,P,,1,86
55c0cfbe-e9a9-461c-a36c-ce3177e9e0bf,Captain Cold,DC,Leonard Snart,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/captain-cold.jpg,2026-08-11 04:47:36.459091+00,Leonard Snart,"Has rules, and keeps them.",SE,A,"{""reply"":[""I don't break my rules for anyone. Especially not you."",""Cute threat. My gun's colder than your bravado."",""Leonard Snart doesn't scare easy, or at all.""],""taunt"":[""I've got rules. Rule one, I always win."",""Central City respects the cold gun. You should too."",""This isn't personal. It's just business, frozen.""],""falling"":[""Even ice cracks under enough pressure, apparently."",""That breaks one of my rules. Unacceptable.""],""overDown"":[""Rule followed. Job finished. That simple."",""Cold, calculated, correct. Every time.""]}",1,60
5611d01c-6eaa-420f-b614-c11b86e2dedc,Carnage,MAR,Cletus Kasady,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/carnage.jpg,2026-08-11 04:47:36.459091+00,Cletus Kasady,Stronger than Venom.,PE,S,"{""reply"":[""Rules are for people who plan to survive."",""You brought order to a Carnage party. Mistake."",""I don't negotiate. I decorate.""],""taunt"":[""Let's paint the walls red, shall we?"",""Chaos loves company. So do I."",""Cletus is home, and Cletus is hungry.""],""falling"":[""This isn't over. It's never over."",""Cletus doesn't stay down. Cletus gets bored down.""],""overDown"":[""Red really is my color."",""Carnage always finishes the job.""]}",0,79
56de9e52-f0a1-480a-8268-209c22ecb0bb,Invincible,INV,Mark Grayson,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/invincible.jpg,2026-08-16 16:53:54.077409+00,Mark Grayson,Half Viltrumite who's still finding his limits.,PA,S,"{""reply"":[""I don't hit as hard as my dad. Still hits pretty hard."",""You really don't want to see what I can do angry."",""Mark Grayson doesn't quit. Learned that the hard way.""],""taunt"":[""Half Viltrumite, all stubborn. Ask anyone."",""Still figuring out my limits. Yours, though, I know."",""I didn't want this fight. I'll still finish it.""],""falling"":[""Dad would've handled that better. Working on it."",""This is gonna be a long recovery. Again.""],""overDown"":[""Didn't want to. Had to. That's the whole thing."",""Sorry. Mostly. That needed to happen.""]}",0,84
589be719-a285-491f-9ff2-14f7ffa46f82,Aquaman,DC,Arthur Curry,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/aquaman.jpg,2026-08-11 04:47:36.459091+00,Arthur Curry,King of the 7 seas.,PA,W,"{""reply"":[""The surface world underestimates me. Always has."",""I don't need your respect. I have the ocean's."",""Talk all you want, the tide's already turning.""],""taunt"":[""Stop laughing. I rule seven seas. Look at me now."",""The ocean itself is on my side here."",""I've commanded armies of the deep. This is easy.""],""falling"":[""Even a king bleeds saltwater, apparently."",""Mera's gonna be furious about this.""],""overDown"":[""Atlantis remembers this."",""The King of Atlantis does not lose easily.""]}",0,85
5908741f-f93f-4863-9cf3-5043ebf66279,Baek Yoonho,SL,White Tiger Guild,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/baek-yoonho.jpg,2026-08-11 04:47:36.459091+00,White Tiger Guild,Turns into the obvious answer.,PA,S,"{""reply"":[""Obvious, and somehow nobody is ever ready for it."",""You wanted a puzzle. I only do answers."",""Save the strategy. This one already answered itself.""],""taunt"":[""You are the question. I am already the answer."",""No need to overthink this one."",""The guild did not crown me for subtlety.""],""falling"":[""Not the obvious outcome, for once."",""Even the answer gets it wrong sometimes.""],""overDown"":[""Some fights just answer themselves."",""White Tiger Guild does not lose the easy ones.""]}",0,77
591589d9-2b47-4bea-88c1-92349fa9fab8,Luke Cage,MAR,Luke Cage,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/luke-cage.jpg,2026-08-11 04:47:36.459091+00,Luke Cage,Sweet Christmas.,PA,S,"{""reply"":[""Sweet Christmas, that almost sounded like a threat."",""I've taken bullets that hit harder than your words."",""Save it. Harlem's heard scarier.""],""taunt"":[""Sweet Christmas, you really wanna do this?"",""Bulletproof skin, unbreakable resolve. Good luck."",""Harlem's watching. Don't embarrass yourself.""],""falling"":[""Didn't think that'd actually connect. Huh."",""Sweet Christmas, that one hurt.""],""overDown"":[""Sweet Christmas. That's that."",""Harlem's safe tonight.""]}",0,66
596a4ec3-9265-4cdb-88fc-ec13b549ef45,Hajime Kashimo,JJK,,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/hajime-kashimo.jpg,2026-08-19 13:13:40.4991+00,Kashimo,,PE,S,,0,87
59823e7d-8f1e-4e7a-9320-392976d207b9,Bane,DC,Bane,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/bane.jpg,2026-08-11 04:47:36.459091+00,Bane,Has read the file on you.,PSE,W,"{""reply"":[""I did not survive the pit to fear this."",""Your threat lacks the calculation mine has."",""Talk means you're already looking for a way out.""],""taunt"":[""I've read the file on you. It was short."",""I broke the Bat. This will be easier."",""The venom's just a formality at this point.""],""falling"":[""Miscalculation. Minor, but real."",""Even Bane accounts for failure eventually.""],""overDown"":[""I know your back is broken. I checked."",""The pit made me. This proves it again.""]}",1,69
5af27d74-d46a-4d5f-83da-ceaffd2286e4,Fujin,MK,,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/fujin.jpg,2026-08-19 13:13:40.4991+00,Fujin,,WA,P,,0,87
5afbda3d-0fc3-4e9d-8f85-6a7a6d8e96f6,Neville Longbottom,HP,,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/neville-longbottom.jpg,2026-08-19 13:13:40.4991+00,Neville,,AE,W,,1,57
5baa40c5-e612-4226-a8de-50756f8533ab,The Flash,DC,Barry Allen,S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/the-flash.jpg,2026-08-11 04:47:36.459091+00,Barry Allen,The Monarch of Motion.,WA,E,"{""reply"":[""Didn't catch that, I was already three laps ahead."",""Slow down, wait, no, you can't. Never mind."",""I've outrun Zoom. You are not Zoom.""],""taunt"":[""I finished this fight before you started talking."",""You're standing still. I never am."",""Give me a head start. I don't need it, but sure.""],""falling"":[""The Speed Force is... not cooperating right now."",""Central City's gonna hear about this one.""],""overDown"":[""Fastest man alive. Every time."",""Told you. I was already done.""]}",0,93
5bec4b9e-34ed-4873-aa2c-5578b2608070,Wong,MAR,Wong,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/wong.jpg,2026-08-11 04:47:36.459091+00,Wong,Sorcerer Supreme's right hand man.,WA,P,"{""reply"":[""I've read scrolls older than your entire argument."",""Kamar-Taj trained patience into me. Barely enough, though."",""That threat lacked the proper incantation, frankly.""],""taunt"":[""Sorcerer Supreme paperwork gets handled. So will this."",""I've closed portals scarier than your threats."",""The mystic arts do not care for your bravado.""],""falling"":[""This was not in the ancient texts."",""Strange is never going to let me hear the end of this.""],""overDown"":[""Order, restored, as usual."",""The library remains undisturbed. Good.""]}",1,68
5d1d9b5c-81c2-493b-a28c-5f99877a063d,Green Goblin,MAR,Norman Osborn,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/green-goblin.jpg,2026-08-11 04:47:36.459091+00,Norman Osborn,Laughing all the way down.,SE,A,"{""reply"":[""Ha! Is that the best you've got?"",""Norman built an empire scarier than that."",""The Goblin doesn't scare, he cackles.""],""taunt"":[""Ready for the ride of your life?"",""The Goblin always gets the last laugh."",""Let's see how well you handle a little chaos.""],""falling"":[""Norman... this isn't the plan..."",""Even goblins fall. We just laugh on the way down.""],""overDown"":[""The Goblin always wins in the end."",""That's the sound of my glider laughing too.""]}",1,75
5d3e3402-1e5f-4802-81cc-70b9ef7cdc16,Professor X,MAR,Charles Xavier,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/professor-x.jpg,2026-08-11 04:47:36.459091+00,Charles Xavier,Wins before the bell.,WS,E,"{""reply"":[""I heard that thought before you spoke it."",""Anger is loud. It is rarely effective."",""I've faced Magneto. You are not Magneto.""],""taunt"":[""I ended this before you raised a hand."",""Your mind is an open book, and a short one."",""Dream of peace. I still plan for war.""],""falling"":[""Even I cannot see every outcome."",""The dream does not die with me.""],""overDown"":[""The dream survives another day."",""Peace, when it must be, comes with strength.""]}",1,88
5ddf878c-b989-45ab-b6dc-3ef4d52be8b9,Mr Fantastic,MAR,Reed Richards,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/mister-fantastic.jpg,2026-08-11 04:47:36.459091+00,Reed Richards,Solves it on the way over.,SW,P,"{""reply"":[""Fascinating threat. Statistically unlikely to work."",""I've run these numbers. You lose."",""Reed Richards does not make mistakes twice.""],""taunt"":[""I solved this fight before it started."",""I've calculated every angle. You have none left."",""This is elementary science, honestly.""],""falling"":[""This variable was... unaccounted for."",""Sue's not going to let me hear the end of this.""],""overDown"":[""Hypothesis confirmed."",""The math was always in my favor.""]}",2,76
5e105d55-8fd3-42cb-9ea9-29cb5ee57295,Nezuko Kamado,DS,,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/nezuko-kamado.jpg,2026-08-19 13:13:40.4991+00,Nezuko,,AW,S,,0,72
5e123ad2-62bf-4955-bfcf-de049da432d6,A-Train,BOYS,Reggie Franklin,C,,2026-08-27 23:48:19.72276+00,Reggie Franklin,"Faster than sound, running from himself.",PE,S,,0,69
5f00b280-346e-4596-9eb7-9544e49b8f60,Vanica Zogratis,BC,,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/vanica-zogratis.jpg,2026-08-19 13:13:40.4991+00,Vanica,,PE,S,,0,90
5f12e419-0e87-4314-8bd3-4c6b287df157,Chris Redfield,RE,,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/chris_redfield.jpg,2026-08-16 16:53:54.077409+00,Chris Redfield,Punched a boulder once.,SP,W,"{""reply"":[""I've heard scarier threats from actual bio-weapons."",""Save it. I've got a team counting on this ending well."",""Cute speech. I've punched harder things than words.""],""taunt"":[""Punched a boulder once. Never lets me forget it."",""BSAA training doesn't quit under pressure. Neither do I."",""I've survived worse monsters than you already.""],""falling"":[""Should've trained harder for this one, apparently."",""Jill's never gonna let me hear the end of this.""],""overDown"":[""That's for the whole team back home."",""BSAA doesn't lose easily. Neither do I.""]}",1,58
600f6d69-e5fc-4aa7-a526-db07f1a546a2,The Riddler,DC,Edward Nygma,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/the-riddler.jpg,2026-08-11 04:47:36.459091+00,Edward Nygma,Loses on purpose. Sort of.,SWE,P,"{""reply"":[""That was a poor answer to a very good riddle."",""Even Batman needed help solving me. You won't."",""You missed the clue. You always do.""],""taunt"":[""Riddle me this: why do you think you'll win?"",""I lose on purpose sometimes. This isn't one of them."",""Every clue points to your defeat. Ask Batman.""],""falling"":[""That's... not the answer I calculated."",""Even Edward Nygma miscalculates sometimes.""],""overDown"":[""Riddle solved. As always."",""Nygma wins. Write it down.""]}",2,52
604049b3-0cde-438f-983f-40ccd5938255,Mantis,MAR,Mantis,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/mantis.jpg,2026-08-19 00:41:46.834798+00,Mantis,She feels what you feel.,AW,P,"{""reply"":[""I can feel what you are about to do. It is sad, mostly."",""Your anger is very loud. I am trying not to listen."",""I do not enjoy this part. But I will finish it.""],""taunt"":[""I touched your fear already. It is bigger than you."",""You cannot surprise someone who feels you coming."",""Sleep would be kinder. I am considering it.""],""falling"":[""I felt this coming. I still do not like it."",""That was... unkind. And effective.""],""overDown"":[""You are calmer now. That is the point."",""I only put you to sleep. Mostly.""]}",1,50
60ec4589-21ab-4acb-b5f2-1f2f20658d4a,Red Skull,MAR,Johann Schmidt,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/red-skull.jpg,2026-08-11 04:47:36.459091+00,Johann Schmidt,The worst man in the box.,SE,A,"{""reply"":[""Sentiment is a weakness I abandoned long ago."",""Your morals are why you will lose this."",""I do not fear the righteous. I outlast them.""],""taunt"":[""The strongest survive. You will not."",""I served an ideal greater than your understanding."",""This is the natural order, reasserting itself.""],""falling"":[""This is merely a delay in the inevitable."",""Hydra has many heads. Remember that.""],""overDown"":[""The strong endure. As always."",""Hydra's ideals, proven correct again.""]}",1,59
6195f8bc-e418-4bf8-a92b-88a6a254bfff,Raiden,MK,,S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/raiden.jpg,2026-08-19 13:13:40.4991+00,Lord Raiden,,PW,A,,0,95
61ab1211-5ca6-406a-95fb-8efe307322c0,Magneto,MAR,Erik Lehnsherr,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/magneto.jpg,2026-08-11 04:47:36.459091+00,Erik Lehnsherr,Do not store in a metal box.,PSE,W,"{""reply"":[""I have buried better arguments than yours."",""Auschwitz taught me fear does not work on me."",""You think metal frightens me? I command it.""],""taunt"":[""Metal answers to me. So will you."",""I've survived worse than mutant hatred. This is nothing."",""Homo superior does not kneel.""],""falling"":[""Even Magneto bleeds. Rarely. Not forgotten."",""The cause outlives me. It always will.""],""overDown"":[""Mutantkind endures. You do not."",""This is why the world fears what I command.""]}",1,89
622385d5-7003-4200-9ef0-aea64ecf8aaf,Captain Boomerang,DC,Captain Boomerang,D,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/captain-boomerang.jpg,2026-08-19 00:41:46.834798+00,George Harkness,"Never volunteers, never plans.",WE,A,"{""reply"":[""Relax, mate. I'll throw something eventually."",""I didn't sign up to be a hero. Or to lose."",""Boomerangs come back. So do I. Annoyingly.""],""taunt"":[""Catch! Oh wait — you can't."",""I'll be over here. Winning, probably."",""Everyone forgets the boomerang's already coming back.""],""falling"":[""This wasn't in the plan. There wasn't a plan."",""Oi! That's not exactly fair, mate.""],""overDown"":[""Told you it'd come back around."",""Didn't even need a plan for that one.""]}",0,49
62b082ee-f41b-4431-93d4-d700d52f9746,Shao Kahn,MK,,S,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/shao-kahn.jpg,2026-08-19 13:13:40.4991+00,Shao Kahn,,PE,S,,0,93
6332a981-0ab9-4a04-9e9c-da04f286e7cd,Tanjiro Kamado,DS,Tanjiro,C,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/tanjiro-kamado.jpg,2026-08-11 04:47:36.459091+00,Tanjiro,Smells your intent before you move.,PA,E,"{""reply"":[""Even demons deserve compassion. I will still stop you."",""My sister's counting on me. That's stronger than your threat."",""I've smelled worse intentions than yours already.""],""taunt"":[""I can smell exactly what you're about to do."",""I won't let anyone else suffer like my family did."",""Water breathing, and everything I've trained for, right now.""],""falling"":[""Nezuko... I need to protect her, still."",""This isn't over. My family needs me.""],""overDown"":[""I'm sorry it had to end this way."",""Nezuko, I did it. I protected everyone.""]}",0,75
638992b2-9bb6-4314-a3e0-c86fa2948ae4,Namor,MAR,Namor McKenzie,A,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/namor.jpg,2026-08-11 04:47:36.459091+00,Namor McKenzie,Rude. Correct. Amphibious.,AE,S,"{""reply"":[""A king does not answer to the surface world."",""You dare raise your voice to Atlantean royalty?"",""I've drowned better threats than you.""],""taunt"":[""I ruled the seas before your kind learned to swim."",""Surface dweller, you have no idea who you've challenged."",""Imperius Rex. Remember the name.""],""falling"":[""Even a king bleeds, it would seem."",""Atlantis will hear of this insult.""],""overDown"":[""Atlantis remembers this victory."",""The seas answer only to their true king.""]}",0,83
639313db-8261-4044-bfd5-c580f1ce10b8,Shang-Chi,MAR,Shang-Chi,B,https://trtccsljexjplnuhnlkz.supabase.co/storage/v1/object/public/character-art/shang-chi.jpg,2026-08-11 04:47:36.459091+00,Shang-Chi,Best hands in the box.,PA,W,"{""reply"":[""I left the Ten Rings behind. I will not lose to this."",""Discipline beats bravado. Every time."",""Talk does not land like a strike does.""],""taunt"":[""Ten Rings trained me. This is a formality."",""My father taught me worse than this."",""Every strike I make has a decade behind it.""],""falling"":[""My father warned me this life had a cost."",""Even a master's training has its limits.""],""overDown"":[""My father would have approved of that, at least."",""Discipline. Every time.""]}",0,73
